school_canonical_id,regulator,raw_category,raw_payload_json,source_url,fetched_at,is_current
1,NUC,Federal University,"{""raw_name"": ""Abubakar Tafawa Balewa University, Bauchi"", ""vc_or_provost"": ""Prof. Ibrahim Hassan Garba"", ""year_established"": ""1988"", ""source_row_number"": ""1"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
2,NUC,Federal University,"{""raw_name"": ""Ahmadu Bello University, Zaria"", ""vc_or_provost"": ""Prof. Adamu Ahmed"", ""year_established"": ""1962"", ""source_row_number"": ""2"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
3,NUC,Federal University,"{""raw_name"": ""Bayero University, Kano"", ""vc_or_provost"": ""Prof. Haruna Musa"", ""year_established"": ""1975"", ""source_row_number"": ""3"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
4,NUC,Federal University,"{""raw_name"": ""Federal University Gashua, Yobe"", ""vc_or_provost"": ""Prof. Maimuna Waziri"", ""year_established"": ""2013"", ""source_row_number"": ""4"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
5,NUC,Federal University,"{""raw_name"": ""Federal University of Petroleum Resources, Effurun"", ""vc_or_provost"": ""Prof.Ezekiel Oghenenyerhovwo Agbalagba"", ""year_established"": ""2007"", ""source_row_number"": ""5"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
6,NUC,Federal University,"{""raw_name"": ""Federal University of Technology, Akure"", ""vc_or_provost"": ""Prof. Temidayo Adenike Oladiji"", ""year_established"": ""1981"", ""source_row_number"": ""6"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
7,NUC,Federal University,"{""raw_name"": ""Federal University of Technology, Minna"", ""vc_or_provost"": ""Professor Faruk Adamu Kuta"", ""year_established"": ""1982"", ""source_row_number"": ""7"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
8,NUC,Federal University,"{""raw_name"": ""Federal University of Technology, Owerri"", ""vc_or_provost"": ""Prof. (Mrs) Nnenna Nnannaya Oti"", ""year_established"": ""1980"", ""source_row_number"": ""8"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
9,NUC,Federal University,"{""raw_name"": ""Federal University, Dutse, Jigawa State"", ""vc_or_provost"": ""Prof. Abdulkarim Sabo Mohammad"", ""year_established"": ""2011"", ""source_row_number"": ""9"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
10,NUC,Federal University,"{""raw_name"": ""Federal University, Dutsin-Ma, Katsina"", ""vc_or_provost"": ""Prof. Aminu Ado (Ag.)"", ""year_established"": ""2011"", ""source_row_number"": ""10"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
11,NUC,Federal University,"{""raw_name"": ""Federal University, Kashere, Gombe State"", ""vc_or_provost"": ""Prof. Muhammad Inuwa Ja'afaru"", ""year_established"": ""2011"", ""source_row_number"": ""11"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
12,NUC,Federal University,"{""raw_name"": ""Federal University, Lafia, Nasarawa State"", ""vc_or_provost"": ""Professor Sheju Adbul Rahman"", ""year_established"": ""2011"", ""source_row_number"": ""12"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
13,NUC,Federal University,"{""raw_name"": ""Federal University, Lokoja, Kogi State"", ""vc_or_provost"": ""Professor Olayemi Akinwunmi"", ""year_established"": ""2011"", ""source_row_number"": ""13"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
14,NUC,Federal University,"{""raw_name"": ""Alex Ekwueme University, Ndufu-Alike, Ebonyi State"", ""vc_or_provost"": ""Prof. Sunday Oge Elom"", ""year_established"": ""2011"", ""source_row_number"": ""14"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
15,NUC,Federal University,"{""raw_name"": ""Federal University, Otuoke, Bayelsa"", ""vc_or_provost"": ""Professor Teddy Charles Adias"", ""year_established"": ""2011"", ""source_row_number"": ""15"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
16,NUC,Federal University,"{""raw_name"": ""Federal University, Oye-Ekiti, Ekiti State"", ""vc_or_provost"": ""Prof. Joshua Ogunwole"", ""year_established"": ""2011"", ""source_row_number"": ""16"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
17,NUC,Federal University,"{""raw_name"": ""Federal University, Wukari, Taraba State"", ""vc_or_provost"": ""Prof. Benjamin Kefas"", ""year_established"": ""2011"", ""source_row_number"": ""17"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
18,NUC,Federal University,"{""raw_name"": ""Federal University, Birnin Kebbi"", ""vc_or_provost"": ""Prof. Muhammad Zaiyan Umar"", ""year_established"": ""2013"", ""source_row_number"": ""18"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
19,NUC,Federal University,"{""raw_name"": ""Federal University, Gusau Zamfara"", ""vc_or_provost"": ""Prof. Tukur Adamu"", ""year_established"": ""2013"", ""source_row_number"": ""19"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
20,NUC,Federal University,"{""raw_name"": ""Michael Okpara University of Agricultural Umudike"", ""vc_or_provost"": ""Professor Ursula Ngozi Akanwa"", ""year_established"": ""1992"", ""source_row_number"": ""20"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
21,NUC,Federal University,"{""raw_name"": ""Modibbo Adama University of Technology, Yola"", ""vc_or_provost"": ""Prof. Ibrahim Umar"", ""year_established"": ""1981"", ""source_row_number"": ""21"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
22,NUC,Federal University,"{""raw_name"": ""National Open University of Nigeria, Abuja"", ""vc_or_provost"": ""Prof. Uduma Oji Uduma"", ""year_established"": ""2002"", ""source_row_number"": ""22"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
23,NUC,Federal University,"{""raw_name"": ""Nigeria Police Academy Wudil"", ""vc_or_provost"": ""AIG Sadiq Idris Abubakar"", ""year_established"": ""2013"", ""source_row_number"": ""23"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
24,NUC,Federal University,"{""raw_name"": ""Nigerian Defence Academy Kaduna"", ""vc_or_provost"": ""Professor Isah Garba (Provost)"", ""year_established"": ""1985"", ""source_row_number"": ""24"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
25,NUC,Federal University,"{""raw_name"": ""Nnamdi Azikiwe University, Awka"", ""vc_or_provost"": ""Prof. Carol Arinze-Umobi (Ag.)"", ""year_established"": ""1992"", ""source_row_number"": ""25"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
26,NUC,Federal University,"{""raw_name"": ""Obafemi Awolowo University,Ile-Ife"", ""vc_or_provost"": ""Professor Adebayo Simeon Bamire"", ""year_established"": ""1962"", ""source_row_number"": ""26"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
27,NUC,Federal University,"{""raw_name"": ""University of Abuja, Gwagwalada"", ""vc_or_provost"": ""Prof. Matthew Adamu (Ag.)"", ""year_established"": ""1988"", ""source_row_number"": ""27"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
28,NUC,Federal University,"{""raw_name"": ""Federal University of Agriculture, Abeokuta"", ""vc_or_provost"": ""Prof. Olusola B. Kehinde"", ""year_established"": ""1988"", ""source_row_number"": ""28"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
29,NUC,Federal University,"{""raw_name"": ""Joseph Sarwuan Tarka University, Makurdi"", ""vc_or_provost"": ""Prof. Isaac N. Itodo"", ""year_established"": ""1988"", ""source_row_number"": ""29"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
30,NUC,Federal University,"{""raw_name"": ""University of Benin"", ""vc_or_provost"": ""Prof. Adoba Bright Omoregie"", ""year_established"": ""1970"", ""source_row_number"": ""30"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
31,NUC,Federal University,"{""raw_name"": ""University of Calabar"", ""vc_or_provost"": ""Prof. Offiong E. Offiong"", ""year_established"": ""1975"", ""source_row_number"": ""31"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
32,NUC,Federal University,"{""raw_name"": ""University of Ibadan"", ""vc_or_provost"": ""Prof. Peter Olamakinde Olapegba"", ""year_established"": ""1948"", ""source_row_number"": ""32"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
33,NUC,Federal University,"{""raw_name"": ""University of Ilorin"", ""vc_or_provost"": ""Prof. Wahab O. Egbewole"", ""year_established"": ""1975"", ""source_row_number"": ""33"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
34,NUC,Federal University,"{""raw_name"": ""University of Jos"", ""vc_or_provost"": ""Prof. Tanko Ishaya"", ""year_established"": ""1975"", ""source_row_number"": ""34"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
35,NUC,Federal University,"{""raw_name"": ""University of Lagos"", ""vc_or_provost"": ""Prof. Folasade T Ogunsola"", ""year_established"": ""1962"", ""source_row_number"": ""35"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
36,NUC,Federal University,"{""raw_name"": ""University of Maiduguri"", ""vc_or_provost"": ""Prof. Mohammed L. Mele"", ""year_established"": ""1975"", ""source_row_number"": ""36"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
37,NUC,Federal University,"{""raw_name"": ""University of Nigeria, Nsukka"", ""vc_or_provost"": ""Prof. Simon Ortuanya"", ""year_established"": ""1960"", ""source_row_number"": ""37"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
38,NUC,Federal University,"{""raw_name"": ""University of Port-Harcourt"", ""vc_or_provost"": ""Professor Princewill R. Chike"", ""year_established"": ""1975"", ""source_row_number"": ""38"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
39,NUC,Federal University,"{""raw_name"": ""University of Uyo"", ""vc_or_provost"": ""Professor Nyaudo Ndaeyo"", ""year_established"": ""1991"", ""source_row_number"": ""39"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
40,NUC,Federal University,"{""raw_name"": ""Usumanu Danfodiyo University"", ""vc_or_provost"": ""Prof. Bashiru Garba"", ""year_established"": ""1975"", ""source_row_number"": ""40"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
41,NUC,Federal University,"{""raw_name"": ""Nigerian Maritime University Okerenkoko, Delta State"", ""vc_or_provost"": ""Prof. Oluwafemi Flora Tobolayefa"", ""year_established"": ""2018"", ""source_row_number"": ""41"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
42,NUC,Federal University,"{""raw_name"": ""Air Force Institute of Technology, Kaduna"", ""vc_or_provost"": ""Prof. Auwal Kassim"", ""year_established"": ""2018"", ""source_row_number"": ""42"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
43,NUC,Federal University,"{""raw_name"": ""Nigerian Army University Biu"", ""vc_or_provost"": ""Lawan B. Buratai"", ""year_established"": ""2018"", ""source_row_number"": ""43"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
44,NUC,Federal University,"{""raw_name"": ""Federal University of Health Sciences, Otukpo, Benue State"", ""vc_or_provost"": ""Prof. Francis Aba Uba"", ""year_established"": ""2020"", ""source_row_number"": ""44"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
45,NUC,Federal University,"{""raw_name"": ""Federal University of Agriculture, Zuru, Kebbi State"", ""vc_or_provost"": ""Prof. Ibrahim Rakson Muhammad"", ""year_established"": ""2020"", ""source_row_number"": ""45"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
46,NUC,Federal University,"{""raw_name"": ""Federal University of Technology, Babura, Jigawa State"", ""vc_or_provost"": ""Prof Sabo Ibrahim Birnin-kudu"", ""year_established"": ""2021"", ""source_row_number"": ""46"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
47,NUC,Federal University,"{""raw_name"": ""Federal University of Technology, Ikot Abasi, Akwa Ibom State"", ""vc_or_provost"": ""Prof Leo Daniel"", ""year_established"": ""2021"", ""source_row_number"": ""47"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
48,NUC,Federal University,"{""raw_name"": ""Federal University of Health Sciences, Azare, Bauchi State"", ""vc_or_provost"": ""Prof Bala Audu"", ""year_established"": ""2021"", ""source_row_number"": ""48"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
49,NUC,Federal University,"{""raw_name"": ""Federal University of Health Sciences, Ila Orangun, Osun State"", ""vc_or_provost"": ""Prof Akeem Olawale Lasisi"", ""year_established"": ""2021"", ""source_row_number"": ""49"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
50,NUC,Federal University,"{""raw_name"": ""David Nweze Umahi Federal University of Medical Sciences, Uburu"", ""vc_or_provost"": ""Prof. Jesse Uneke"", ""year_established"": ""2022"", ""source_row_number"": ""50"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
51,NUC,Federal University,"{""raw_name"": ""Admiralty University Ibusa, Delta State"", ""vc_or_provost"": ""Prof. Dili Ofuokwu"", ""year_established"": ""2023"", ""source_row_number"": ""51"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
52,NUC,Federal University,"{""raw_name"": ""Federal University of Transportation Daura, Katsina"", ""vc_or_provost"": ""Prof. Umar Adam Katsayal"", ""year_established"": ""2022"", ""source_row_number"": ""52"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
53,NUC,Federal University,"{""raw_name"": ""African Aviation and Aerospace University"", ""vc_or_provost"": ""Prof. Tilmann Gabriel (Ag.)"", ""year_established"": ""2023"", ""source_row_number"": ""53"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
54,NUC,Federal University,"{""raw_name"": ""National University of Science and Technology, Abuja"", ""vc_or_provost"": ""Prof. J. E. Ahaneku"", ""year_established"": ""2023"", ""source_row_number"": ""54"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
55,NUC,Federal University,"{""raw_name"": ""Federal University of Agriculture Bassam-Biri, Bayelsa"", ""vc_or_provost"": ""Prof. Reginald I. Keremah"", ""year_established"": ""2023"", ""source_row_number"": ""55"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
56,NUC,Federal University,"{""raw_name"": ""Federal University of Health Sciences Kwale, Delta State"", ""vc_or_provost"": ""Prof. Abel Nze Onunu"", ""year_established"": ""2023"", ""source_row_number"": ""56"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
57,NUC,Federal University,"{""raw_name"": ""Federal University of Health Sciences, Katsina"", ""vc_or_provost"": ""Prof. Bello Bala Shehu"", ""year_established"": ""2023"", ""source_row_number"": ""57"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
58,NUC,Federal University,"{""raw_name"": ""Federal University of Agriculture, Mubi"", ""vc_or_provost"": ""Prof. Bitrus D. Tarfa"", ""year_established"": ""2023"", ""source_row_number"": ""58"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
59,NUC,Federal University,"{""raw_name"": ""Federal University of Education, Zaria, Kaduna State"", ""vc_or_provost"": ""Prof. Yahaya Isa Bunkure"", ""year_established"": ""2023"", ""source_row_number"": ""59"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
60,NUC,Federal University,"{""raw_name"": ""Alvan Ikoku Federal University of Education, Owerri, Imo State"", ""vc_or_provost"": ""Prof. Stella N. Lenchi (Ag)"", ""year_established"": ""2023"", ""source_row_number"": ""60"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
61,NUC,Federal University,"{""raw_name"": ""Yusuf Maitama Sule Federal University of Education, Kano"", ""vc_or_provost"": ""Dr. Sadi Mohammed Sirajo (Ag.)"", ""year_established"": ""2023"", ""source_row_number"": ""61"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
62,NUC,Federal University,"{""raw_name"": ""Adeyemi Federal University of Education, Ondo"", ""vc_or_provost"": ""Dr. Samuel A. Akintunde"", ""year_established"": ""2023"", ""source_row_number"": ""62"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
63,NUC,Federal University,"{""raw_name"": ""Federal University of Allied Health Sciences, Enugu"", ""vc_or_provost"": ""Prof. John Emaimo"", ""year_established"": ""2024"", ""source_row_number"": ""63"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
64,NUC,Federal University,"{""raw_name"": ""Federal University of Medicine and Medical Sciences, Abeokuta"", ""vc_or_provost"": ""Fatiu Abiola Arogundade"", ""year_established"": ""2023"", ""source_row_number"": ""64"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
65,NUC,Federal University,"{""raw_name"": ""Federal University of Education Pankshin, Plateau State"", ""vc_or_provost"": ""Prof Noel Nenman Wannang"", ""year_established"": ""2023"", ""source_row_number"": ""65"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
66,NUC,Federal University,"{""raw_name"": ""Federal University of Education Kontagora, Niger State"", ""vc_or_provost"": """", ""year_established"": ""2023"", ""source_row_number"": ""66"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
67,NUC,Federal University,"{""raw_name"": ""University of Maritime Studies, Oron, Akwa Ibom State"", ""vc_or_provost"": """", ""year_established"": ""2024"", ""source_row_number"": ""67"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
68,NUC,Federal University,"{""raw_name"": ""Federal University of Environment and Technology, Tai Town, Ogoniland, Rivers State"", ""vc_or_provost"": """", ""year_established"": ""2025"", ""source_row_number"": ""68"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
69,NUC,Federal University,"{""raw_name"": ""Federal University of Applied Sciences, Kachia, Kaduna State"", ""vc_or_provost"": ""Prof. Williams Barnabas Qurix"", ""year_established"": ""2025"", ""source_row_number"": ""69"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
70,NUC,Federal University,"{""raw_name"": ""Tai Solarin Federal University of Education, Ijagun, Ijebu Ode"", ""vc_or_provost"": ""Prof. Oluwole Sikiru Banjo"", ""year_established"": ""2025"", ""source_row_number"": ""70"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
71,NUC,Federal University,"{""raw_name"": ""Federal University of Agriculture and Developmental Studies, Iragbuji, Osun State"", ""vc_or_provost"": """", ""year_established"": ""2025"", ""source_row_number"": ""71"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
72,NUC,Federal University,"{""raw_name"": ""Federal University of Technology and Environmental Studies, Iyin-Ekiti, Ekiti State."", ""vc_or_provost"": """", ""year_established"": ""2025"", ""source_row_number"": ""72"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
73,NUC,Federal University,"{""raw_name"": ""Federal University of Agriculture and Technology Okeho, Oyo State"", ""vc_or_provost"": """", ""year_established"": ""2025"", ""source_row_number"": ""73"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
74,NUC,Federal University,"{""raw_name"": ""Federal University of Health Science and Technology, Tsafe"", ""vc_or_provost"": """", ""year_established"": ""2025"", ""source_row_number"": ""74"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
75,NUC,Federal University,"{""raw_name"": ""Federal University of Agriculture and Technology Obio-Akpa Akwa Ibom State"", ""vc_or_provost"": """", ""year_established"": ""2025"", ""source_row_number"": ""75"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
76,NUC,Federal University,"{""raw_name"": ""Federal University of Science and Technology, Epe"", ""vc_or_provost"": ""Prof Kazeem Adeola Oshikoya"", ""year_established"": ""2025"", ""source_row_number"": ""76"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
77,NUC,Federal University,"{""raw_name"": ""Federal University of Science and Technology, Kabo, Kano"", ""vc_or_provost"": ""Prof Muhammad Sanusi Magaji"", ""year_established"": ""2025"", ""source_row_number"": ""77"", ""source_file"": ""(NUC) FEDERAL UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
78,NUC,State University,"{""raw_name"": ""Rivers State University"", ""vc_or_provost"": ""Prof. Nlerum S. Okogbule"", ""year_established"": ""1979"", ""source_row_number"": ""1"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
79,NUC,State University,"{""raw_name"": ""Ambrose Alli University, Ekpoma"", ""vc_or_provost"": ""Professor Eunice Omonzejie"", ""year_established"": ""1980"", ""source_row_number"": ""2"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
80,NUC,State University,"{""raw_name"": ""Abia State University, Uturu"", ""vc_or_provost"": ""Prof. Onyemachi M. Ogbulu"", ""year_established"": ""1981"", ""source_row_number"": ""3"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
81,NUC,State University,"{""raw_name"": ""Ekiti State University"", ""vc_or_provost"": ""Prof. Edward O. Olanipekun"", ""year_established"": ""1982"", ""source_row_number"": ""4"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
82,NUC,State University,"{""raw_name"": ""Enugu State University of Science and Technology, Enugu"", ""vc_or_provost"": ""Prof. Aloysius Michael Okolie"", ""year_established"": ""1982"", ""source_row_number"": ""5"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
83,NUC,State University,"{""raw_name"": ""Olabisi Onabanjo University, Ago Iwoye"", ""vc_or_provost"": ""Prof Ayodeji Johnson Agboola"", ""year_established"": ""1982"", ""source_row_number"": ""6"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
84,NUC,State University,"{""raw_name"": ""Lagos State University, Ojo"", ""vc_or_provost"": ""Prof. Ibiyemi Olatunji-Bello"", ""year_established"": ""1983"", ""source_row_number"": ""7"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
85,NUC,State University,"{""raw_name"": ""Ladoke Akintola University of Technology, Ogbomoso"", ""vc_or_provost"": ""Professor Razaq Olatunde Rom Kalilu"", ""year_established"": ""1990"", ""source_row_number"": ""8"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
86,NUC,State University,"{""raw_name"": ""Rev. Fr. Moses Orshio Adasu (Formerly, Benue State University), Makurdi"", ""vc_or_provost"": ""Prof. Simon Terver Ubwa (Ag.)"", ""year_established"": ""1992"", ""source_row_number"": ""9"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
87,NUC,State University,"{""raw_name"": ""Delta State University Abraka"", ""vc_or_provost"": ""Prof. Samuel O. Asagba"", ""year_established"": ""1992"", ""source_row_number"": ""10"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
88,NUC,State University,"{""raw_name"": ""Imo State University, Owerri"", ""vc_or_provost"": ""Prof. U Chukwumaeze"", ""year_established"": ""1992"", ""source_row_number"": ""11"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
89,NUC,State University,"{""raw_name"": ""Adekunle Ajasin University, Akungba"", ""vc_or_provost"": ""Prof. Tomola Marshal Obamuyi"", ""year_established"": ""1999"", ""source_row_number"": ""12"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
90,NUC,State University,"{""raw_name"": ""Prince Abubakar Audu University Anyigba"", ""vc_or_provost"": ""Prof. Salisu Ogbo Usman"", ""year_established"": ""1999"", ""source_row_number"": ""13"", ""source_file"": ""(NUC) STATE UNIVERSITIES.md""}",https://www.nuc.edu.ng,2026-09-04,True
