issue_type,row_ids,detail
MEDIUM_CONFIDENCE_DUPLICATE,809;1023,"'Yusjib College of Health Sciences and Technology, Ilorin, Kwara' vs 'Grandplus College of Health Sciences and Technology, Ilorin, Kwara State', ratio=0.87, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,810;1021,"'Osi College of Health and Technology Osi, Kwara State.' vs 'Adeshina College of Health Sciences and Technology, Share, Kwara State', ratio=0.81, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,810;1023,"'Osi College of Health and Technology Osi, Kwara State.' vs 'Grandplus College of Health Sciences and Technology, Ilorin, Kwara State', ratio=0.80, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,856;1026,"'Kwara State College of Nursing Sciences Ilorin' vs 'Kwara State College of Nursing Sciences, Oke-Ode', ratio=0.87, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,1021;1023,"'Adeshina College of Health Sciences and Technology, Share, Kwara State' vs 'Grandplus College of Health Sciences and Technology, Ilorin, Kwara State', ratio=0.86, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,400;488,"'Kwara State Polytechnic, Ilorin' vs 'Harvard Polytechnic, Ilorin', ratio=0.79, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,400;490,"'Kwara State Polytechnic, Ilorin' vs 'Newland Polytechnic, Ilorin', ratio=0.76, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,488;490,"'Harvard Polytechnic, Ilorin' vs 'Newland Polytechnic, Ilorin', ratio=0.81, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,401;499,"'Lagos State Polytechnic, Ikorodu' vs 'Lagos City Polytechnic, Ikeja', ratio=0.75, states: Lagos / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,497;502,"'Inspire Polytechnic, Lagos' vs 'Timeon Kairos Polytechnic, Lagos', ratio=0.79, states: Lagos / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,403;404,"'Nasarawa State College of Agriculture, Science and Technology Lafia' vs 'College of Agriculture, Science and Technology, Lafia', ratio=0.87, states: Nasarawa / Nasarawa."
MEDIUM_CONFIDENCE_DUPLICATE,815;820,"'Newgate College of Health Technology, Minna, Niger State' vs 'School of Health Technology Suleja, Niger State', ratio=0.76, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,819;1036,"'Alheri College of Health Science and Technology, Salka, Niger' vs 'Delight College of Health Sciences and Technology Minna, Niger State', ratio=0.81, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,1034;1035,"'Dako College of Nursing Sciences, Suleja, Niger State' vs 'Standard College of Nursing Sciences, Minna, Niger State.', ratio=0.84, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,1034;1042,"'Dako College of Nursing Sciences, Suleja, Niger State' vs 'Degalaxy College of Nursing Sciences, Minna, Niger State', ratio=0.84, states: Niger / Niger."
HIGH_CONFIDENCE_DUPLICATE,1038;1040,"'Niger State College of Nursing Sciences' vs 'Niger State College of Nursing Sciences, Bida', ratio=0.93, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,1038;1041,"'Niger State College of Nursing Sciences' vs 'Niger State College of Nursing Sciences, Kontagora', ratio=0.88, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,1040;1041,"'Niger State College of Nursing Sciences, Bida' vs 'Niger State College of Nursing Sciences, Kontagora', ratio=0.88, states: Niger / Niger."
HIGH_CONFIDENCE_DUPLICATE,513;514,"'First City Polytechnic, Abeokuta, Ogun State' vs 'First City Polytechnic, Abeokuta, Ogun State', ratio=1.00, states: Ogun / Ogun."
HIGH_CONFIDENCE_DUPLICATE,717;823,"'Ogun State Polytechnic of Health and Allied Sciences, Ilese-Ijebu' vs 'Ogun Polytechnic of Health and Allied Sciences, Ilese Ijebu', ratio=0.95, states: Ogun / Ogun."
MEDIUM_CONFIDENCE_DUPLICATE,1044;1045,"'Ogun State College of Nursing Sciences, Ijebu-Ode Campus' vs 'Ogun State College of Nursing Sciences, Ilaro Campus', ratio=0.91, states: Ogun / Ogun."
MEDIUM_CONFIDENCE_DUPLICATE,1044;1046,"'Ogun State College of Nursing Sciences, Ijebu-Ode Campus' vs 'Ogun State College of Nursing Sciences, Main Campus, Idi-Aba Abeokuta', ratio=0.77, states: Ogun / Ogun."
MEDIUM_CONFIDENCE_DUPLICATE,1045;1046,"'Ogun State College of Nursing Sciences, Ilaro Campus' vs 'Ogun State College of Nursing Sciences, Main Campus, Idi-Aba Abeokuta', ratio=0.79, states: Ogun / Ogun."
MEDIUM_CONFIDENCE_DUPLICATE,413;720,"'Osun State College of Technology, Esa ? Oke,' vs 'Osun State College of Health Technology, Ilesa', ratio=0.84, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,826;829,"'COLLEGE OF HEALTH TECHNOLOGY EJIGBO,OSUN STATE' vs 'PATHFINDER COLLEGE OF HEALTH TECHNOLOGY IRAGBIJI, OSUN STATE', ratio=0.79, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,826;830,"'COLLEGE OF HEALTH TECHNOLOGY EJIGBO,OSUN STATE' vs 'Hamzainab College of Health Technology Osogbo, Osun State', ratio=0.83, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,826;1059,"'COLLEGE OF HEALTH TECHNOLOGY EJIGBO,OSUN STATE' vs 'Adonis American College of Health Technology, Osun State', ratio=0.76, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,829;830,"'PATHFINDER COLLEGE OF HEALTH TECHNOLOGY IRAGBIJI, OSUN STATE' vs 'Hamzainab College of Health Technology Osogbo, Osun State', ratio=0.80, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,829;1059,"'PATHFINDER COLLEGE OF HEALTH TECHNOLOGY IRAGBIJI, OSUN STATE' vs 'Adonis American College of Health Technology, Osun State', ratio=0.78, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,830;1059,"'Hamzainab College of Health Technology Osogbo, Osun State' vs 'Adonis American College of Health Technology, Osun State', ratio=0.80, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,1054;1056,"'SEVENTH-DAY ADVENTIST COLLEGE OF NURSING ILE-IFE OSUN STATE' vs 'Seventh-Day Adventist College of Health Sciences and Technology Ile-Ife, Osun State', ratio=0.79, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,1055;1056,"'Ikirun College of Health Sciences and Technology, Ikirun, Osun State' vs 'Seventh-Day Adventist College of Health Sciences and Technology Ile-Ife, Osun State', ratio=0.77, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,1055;1060,"'Ikirun College of Health Sciences and Technology, Ikirun, Osun State' vs 'Dee Perfect Class College of Health Sciences and Technology, Ifon, Osun State', ratio=0.81, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,1057;1058,"'Premier College of Nursing Sciences and Midwifery, Ejigbo, Osun State' vs 'Mercy College of Nursing Sciences, Iwara, Osun State', ratio=0.76, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,1058;1061,"'Mercy College of Nursing Sciences, Iwara, Osun State' vs 'Skyward College of Nursing Sciences, Iwo , Osun State', ratio=0.86, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,419;527,"'The Polytechnic, Ibadan' vs 'Bolmor Polytechnic, Ibadan', ratio=0.82, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,419;528,"'The Polytechnic, Ibadan' vs 'Ibadan City Polytechnic, Ibadan', ratio=0.78, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,419;531,"'The Polytechnic, Ibadan' vs 'Tower Polytechnic, Ibadan', ratio=0.92, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,527;531,"'Bolmor Polytechnic, Ibadan' vs 'Tower Polytechnic, Ibadan', ratio=0.86, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,528;531,"'Ibadan City Polytechnic, Ibadan' vs 'Tower Polytechnic, Ibadan', ratio=0.75, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,719;846,"'Oyo State College of Health Sciences and Technology, Eleyele, Ibadan' vs 'Oyo State College of Nursing and Midwifery, Eleyele, Ibadan', ratio=0.76, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,1067;1070,"'CAI College of Nursing Sciences, Ibadan, Oyo State' vs 'CAI College of Nursing Sciences, Ibadan', ratio=0.88, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,1062;1063,"'COLLEGE OF NURSING SCIENCES , BAPTIST MEDICAL CENTRE, SAKI' vs 'COLLEGE OF NURSING SCIENCES, MUSLIM MEDICAL FOUNDATION, SAKI', ratio=0.80, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,1063;1071,"'COLLEGE OF NURSING SCIENCES, MUSLIM MEDICAL FOUNDATION, SAKI' vs 'College of Nursing Sciences Muslim Medical Foundation Saki, Oyo State', ratio=0.90, states: Oyo / Oyo."
HIGH_CONFIDENCE_DUPLICATE,1073;1074,"'Plateau State College of Health Technology, Pankshin' vs 'Plateau State College of Health Technology, Pankshin', ratio=1.00, states: Plateau / Plateau."
MEDIUM_CONFIDENCE_DUPLICATE,422;535,"'Port-Harcourt Polytechnic, Port-Harcourt' vs 'Eastern Polytechnic, Port Harcourt', ratio=0.76, states: Rivers / Rivers."
MEDIUM_CONFIDENCE_DUPLICATE,868;1081,"'College of Nursing Sciences, Tambuwal, Sokoto State' vs 'Fatima College of Nursing Sciences, Bodinga, Sokoto State', ratio=0.81, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,868;1082,"'College of Nursing Sciences, Tambuwal, Sokoto State' vs 'Fatima College of Nursing Sciences, Bodinga, Sokoto State', ratio=0.81, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,868;1083,"'College of Nursing Sciences, Tambuwal, Sokoto State' vs 'Gamji College of Nursing Sciences, Sokoto, Sokoto State', ratio=0.83, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,868;1084,"'College of Nursing Sciences, Tambuwal, Sokoto State' vs 'Gamji College of Nursing Sciences, Sokoto, Sokoto State', ratio=0.83, states: Sokoto / Sokoto."
HIGH_CONFIDENCE_DUPLICATE,1081;1082,"'Fatima College of Nursing Sciences, Bodinga, Sokoto State' vs 'Fatima College of Nursing Sciences, Bodinga, Sokoto State', ratio=1.00, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,1081;1083,"'Fatima College of Nursing Sciences, Bodinga, Sokoto State' vs 'Gamji College of Nursing Sciences, Sokoto, Sokoto State', ratio=0.84, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,1081;1084,"'Fatima College of Nursing Sciences, Bodinga, Sokoto State' vs 'Gamji College of Nursing Sciences, Sokoto, Sokoto State', ratio=0.84, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,1082;1083,"'Fatima College of Nursing Sciences, Bodinga, Sokoto State' vs 'Gamji College of Nursing Sciences, Sokoto, Sokoto State', ratio=0.84, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,1082;1084,"'Fatima College of Nursing Sciences, Bodinga, Sokoto State' vs 'Gamji College of Nursing Sciences, Sokoto, Sokoto State', ratio=0.84, states: Sokoto / Sokoto."
HIGH_CONFIDENCE_DUPLICATE,1083;1084,"'Gamji College of Nursing Sciences, Sokoto, Sokoto State' vs 'Gamji College of Nursing Sciences, Sokoto, Sokoto State', ratio=1.00, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,740;783,"'Shehu Idris College of Health Sciences and Technology, Makarfi' vs 'IDRIS MIKA'IL COLLAGE OF HEALTH SCIENCES AND TECHNOLOGY, RIKOCHI', ratio=0.80, states: unknown / Kaduna."
HIGH_CONFIDENCE_DUPLICATE,427;574,"'College of Administration, Management And Technology, Potiskum' vs 'College of Administration, Management & Technology, Potiskum', ratio=0.97, states: Yobe / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,433;434,"'Uma Ukpai Polytechnic, Ohafia' vs 'Valley View Polytechnic, Ohafia', ratio=0.77, states: Abia / Abia."
MEDIUM_CONFIDENCE_DUPLICATE,435;880,"'MADONNA COLLEGE OF HEALTH TECHNOLOGY, OLOKORO UMUAHIA' vs 'Madonna College of Health Technology, Olokoro Umuahia, Abia State', ratio=0.90, states: Abia / Abia."
MEDIUM_CONFIDENCE_DUPLICATE,439;441,"'Hope Polytechnic, Ikono' vs 'Loam Polytechnic, Ikono', ratio=0.87, states: Akwa Ibom / Akwa Ibom."
MEDIUM_CONFIDENCE_DUPLICATE,453;454,"'Fidei Polytechnic, Gboko' vs 'Gboko Polytechnic, Gboko', ratio=0.79, states: Benue / Benue."
MEDIUM_CONFIDENCE_DUPLICATE,916;926,"'Anchor College of Nursing Sciences, Asaba, Delta State' vs 'ST. PIO COLLEGE OF NURSING SCIENCES, ASABA', ratio=0.76, states: Delta / Delta."
MEDIUM_CONFIDENCE_DUPLICATE,924;926,"'Delta State College of Nursing Sciences, Asaba Campus' vs 'ST. PIO COLLEGE OF NURSING SCIENCES, ASABA', ratio=0.79, states: Delta / Delta."
MEDIUM_CONFIDENCE_DUPLICATE,926;928,"'ST. PIO COLLEGE OF NURSING SCIENCES, ASABA' vs 'Soarster College of Nursing Science, Asaba, Delta State', ratio=0.75, states: Delta / Delta."
HIGH_CONFIDENCE_DUPLICATE,480;634,"'LeadTech School of Management and Technology, Abuja, FCT' vs 'LeadTech School of Management and Technology, Abuja', ratio=0.95, states: Federal Capital Territory / Federal Capital Territory."
HIGH_CONFIDENCE_DUPLICATE,778;949,"'Horizon College of Nursing Sciences, Anagada, Gwagwalada, FCT Abuja' vs 'Horizon Collage of Nursing Sciences, Anagada, Gwagwalada, FCT Abuja', ratio=0.99, states: Federal Capital Territory / Federal Capital Territory."
HIGH_CONFIDENCE_DUPLICATE,778;950,"'Horizon College of Nursing Sciences, Anagada, Gwagwalada, FCT Abuja' vs 'Horizon College of Nursing Sciences, Anagada, Gwagwalada, FCT Abuja', ratio=1.00, states: Federal Capital Territory / Federal Capital Territory."
MEDIUM_CONFIDENCE_DUPLICATE,948;951,"'YAGONGWO COLLEGE OF NURSING SCIENCES, KUJE-ABUJA' vs 'Oasis College of Nursing Sciences, Kuje, FCT Abuja', ratio=0.84, states: Federal Capital Territory / Federal Capital Territory."
MEDIUM_CONFIDENCE_DUPLICATE,948;952,"'YAGONGWO COLLEGE OF NURSING SCIENCES, KUJE-ABUJA' vs 'College of Nursing Sciences, Jahi, FCT Abuja', ratio=0.78, states: Federal Capital Territory / Federal Capital Territory."
HIGH_CONFIDENCE_DUPLICATE,949;950,"'Horizon Collage of Nursing Sciences, Anagada, Gwagwalada, FCT Abuja' vs 'Horizon College of Nursing Sciences, Anagada, Gwagwalada, FCT Abuja', ratio=0.99, states: Federal Capital Territory / Federal Capital Territory."
MEDIUM_CONFIDENCE_DUPLICATE,951;952,"'Oasis College of Nursing Sciences, Kuje, FCT Abuja' vs 'College of Nursing Sciences, Jahi, FCT Abuja', ratio=0.87, states: Federal Capital Territory / Federal Capital Territory."
HIGH_CONFIDENCE_DUPLICATE,481;482,"'Raindrops Institute of Management and Technology, Amannachi, Orsu LGA, Imo State' vs 'Raindrops Institute of Management and Technology, Amannachi, Orsu LGA, Imo State', ratio=1.00, states: Imo / Imo."
HIGH_CONFIDENCE_DUPLICATE,481;483,"'Raindrops Institute of Management and Technology, Amannachi, Orsu LGA, Imo State' vs 'Raindrops Institute of Management and Technology Amannchi, Orsu LGA, Imo State', ratio=0.99, states: Imo / Imo."
HIGH_CONFIDENCE_DUPLICATE,482;483,"'Raindrops Institute of Management and Technology, Amannachi, Orsu LGA, Imo State' vs 'Raindrops Institute of Management and Technology Amannchi, Orsu LGA, Imo State', ratio=0.99, states: Imo / Imo."
HIGH_CONFIDENCE_DUPLICATE,484;647,"'Mustibrah College of Information Technology and Management Studies' vs 'Mustibrah College of Information Technology and Management Studies', ratio=1.00, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,723;725,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, NAUTH, Nnewi', ratio=0.90, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;726,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, OAUTH, Ile-Ife', ratio=0.87, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;727,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, UBTH, Benin', ratio=0.89, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;728,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, UCTH, Calabar', ratio=0.88, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;729,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, UCH, Ibadan', ratio=0.89, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;731,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.88, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;732,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.86, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;733,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.85, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,723;735,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, University of Uyo', ratio=0.81, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;725,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, NAUTH, Nnewi', ratio=0.89, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;726,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, OAUTH, Ile-Ife', ratio=0.87, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;727,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, UBTH, Benin', ratio=0.90, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;728,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, UCTH, Calabar', ratio=0.88, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;729,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, UCH, Ibadan', ratio=0.88, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;731,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.87, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;732,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.88, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;733,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.83, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,724;735,"'School of Health Information Management, ATBUTH, Bauchi' vs 'School of Health Information Management, University of Uyo', ratio=0.76, states: Bauchi / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;726,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, OAUTH, Ile-Ife', ratio=0.91, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;727,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, UBTH, Benin', ratio=0.91, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;728,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, UCTH, Calabar', ratio=0.86, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;729,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, UCH, Ibadan', ratio=0.88, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;730,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, UDUTH, Sokoto', ratio=0.86, states: unknown / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,725;731,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.89, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;732,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.86, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;733,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.81, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;734,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.81, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,725;735,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, University of Uyo', ratio=0.77, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,725;748,"'School of Health Information Management, NAUTH, Nnewi' vs 'School of Health Information Management, Aminu Kano Teaching Hospital, Kano', ratio=0.75, states: unknown / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,726;727,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, UBTH, Benin', ratio=0.88, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,726;728,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, UCTH, Calabar', ratio=0.86, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,726;729,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, UCH, Ibadan', ratio=0.86, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,726;730,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, UDUTH, Sokoto', ratio=0.84, states: unknown / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,726;731,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.91, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,726;732,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.86, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,726;733,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.82, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,726;734,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.81, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,726;735,"'School of Health Information Management, OAUTH, Ile-Ife' vs 'School of Health Information Management, University of Uyo', ratio=0.76, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,727;728,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, UCTH, Calabar', ratio=0.89, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,727;729,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, UCH, Ibadan', ratio=0.90, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,727;730,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, UDUTH, Sokoto', ratio=0.87, states: unknown / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,727;731,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.91, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,727;732,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.87, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,727;733,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.82, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,727;734,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.82, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,727;735,"'School of Health Information Management, UBTH, Benin' vs 'School of Health Information Management, University of Uyo', ratio=0.80, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,728;729,"'School of Health Information Management, UCTH, Calabar' vs 'School of Health Information Management, UCH, Ibadan', ratio=0.91, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,728;730,"'School of Health Information Management, UCTH, Calabar' vs 'School of Health Information Management, UDUTH, Sokoto', ratio=0.85, states: unknown / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,728;731,"'School of Health Information Management, UCTH, Calabar' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.90, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,728;732,"'School of Health Information Management, UCTH, Calabar' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.87, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,728;733,"'School of Health Information Management, UCTH, Calabar' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.84, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,728;734,"'School of Health Information Management, UCTH, Calabar' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.85, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,728;735,"'School of Health Information Management, UCTH, Calabar' vs 'School of Health Information Management, University of Uyo', ratio=0.79, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,729;730,"'School of Health Information Management, UCH, Ibadan' vs 'School of Health Information Management, UDUTH, Sokoto', ratio=0.85, states: unknown / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,729;731,"'School of Health Information Management, UCH, Ibadan' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.90, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,729;732,"'School of Health Information Management, UCH, Ibadan' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.87, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,729;733,"'School of Health Information Management, UCH, Ibadan' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.82, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,729;734,"'School of Health Information Management, UCH, Ibadan' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.85, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,729;735,"'School of Health Information Management, UCH, Ibadan' vs 'School of Health Information Management, University of Uyo', ratio=0.78, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,729;748,"'School of Health Information Management, UCH, Ibadan' vs 'School of Health Information Management, Aminu Kano Teaching Hospital, Kano', ratio=0.76, states: unknown / Kano."
