issue_type,row_ids,detail
MEDIUM_CONFIDENCE_DUPLICATE,644;792,"'Khemsafe College of Management, Science, and Technology, Kaduna, Kaduna State' vs 'Charity College of Health Science and Technology, Mando, Kaduna State', ratio=0.78, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,745;785,"'Penfield College of Health Sciences and Technology, Kaduna, Kaduna State' vs 'Islamic Medical Foundation College of Health Science and Technology, Tudun Wada, Kaduna, Kaduna State', ratio=0.76, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,745;786,"'Penfield College of Health Sciences and Technology, Kaduna, Kaduna State' vs 'Beijing College of Health Sciences & Technology, Kaduna', ratio=0.77, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,745;787,"'Penfield College of Health Sciences and Technology, Kaduna, Kaduna State' vs 'ASSAM COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY, KADUNA', ratio=0.79, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,745;792,"'Penfield College of Health Sciences and Technology, Kaduna, Kaduna State' vs 'Charity College of Health Science and Technology, Mando, Kaduna State', ratio=0.85, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,786;787,"'Beijing College of Health Sciences & Technology, Kaduna' vs 'ASSAM COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY, KADUNA', ratio=0.85, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,786;792,"'Beijing College of Health Sciences & Technology, Kaduna' vs 'Charity College of Health Science and Technology, Mando, Kaduna State', ratio=0.75, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,787;792,"'ASSAM COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY, KADUNA' vs 'Charity College of Health Science and Technology, Mando, Kaduna State', ratio=0.81, states: Kaduna / Kaduna."
HIGH_CONFIDENCE_DUPLICATE,790;978,"'Al-kausar College of Health Technology Foundation, Kaduna' vs 'Al-Kausar College of Health Technology Foundation, Kaduna', ratio=1.00, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,972;974,"'Nigerian Airforce College of Nursing Sciences Kaduna' vs 'Nana Fatima Umar College of Nursing Sciences, Kaduna', ratio=0.81, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,979;980,"'Kaduna State College of Nursing & Midwifery Pambegua' vs 'Kaduna State College of Nursing & Midwifery Tudun Wada', ratio=0.86, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,979;981,"'Kaduna State College of Nursing & Midwifery Pambegua' vs 'Kaduna State College of Nursing & Midwifery Kafanchan', ratio=0.87, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,980;981,"'Kaduna State College of Nursing & Midwifery Tudun Wada' vs 'Kaduna State College of Nursing & Midwifery Kafanchan', ratio=0.85, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,782;784,"'Dagamas College of Health Sciences and Technology, Zaria' vs 'AL-HAROON COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY, ZARIA.', ratio=0.89, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,782;788,"'Dagamas College of Health Sciences and Technology, Zaria' vs 'AREWA AMBASSADOR INTERNATIONAL COLLEGE OF HEALTH SCIENCE AND TECHNOLOGY ZARIA', ratio=0.78, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,782;793,"'Dagamas College of Health Sciences and Technology, Zaria' vs 'Arewa Ambassador International College of Health Science and Technology, Zaria', ratio=0.79, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,782;976,"'Dagamas College of Health Sciences and Technology, Zaria' vs 'Al-Haroon College of Health Sciences and Technology, Zaria', ratio=0.89, states: Kaduna / Kaduna."
HIGH_CONFIDENCE_DUPLICATE,784;976,"'AL-HAROON COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY, ZARIA.' vs 'Al-Haroon College of Health Sciences and Technology, Zaria', ratio=1.00, states: Kaduna / Kaduna."
POSSIBLE_MULTI_CAMPUS,788;793,"'AREWA AMBASSADOR INTERNATIONAL COLLEGE OF HEALTH SCIENCE AND TECHNOLOGY ZARIA' vs 'Arewa Ambassador International College of Health Science and Technology, Zaria', differs only by a campus/branch word. Confirm by hand."
MEDIUM_CONFIDENCE_DUPLICATE,788;976,"'AREWA AMBASSADOR INTERNATIONAL COLLEGE OF HEALTH SCIENCE AND TECHNOLOGY ZARIA' vs 'Al-Haroon College of Health Sciences and Technology, Zaria', ratio=0.77, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,793;976,"'Arewa Ambassador International College of Health Science and Technology, Zaria' vs 'Al-Haroon College of Health Sciences and Technology, Zaria', ratio=0.78, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,838;975,"'College of Nursing Sciences, ABUTH, Zaria' vs 'Almadina College of Nursing Sciences, Zaria', ratio=0.81, states: unknown / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,975;977,"'Almadina College of Nursing Sciences, Zaria' vs 'Muh'd Ibn El Barau College of Nursing Science, Zaria', ratio=0.77, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,357;487,"'Federal Polytechnic, offa' vs 'Graceland Polytechnic, offa', ratio=0.81, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,357;489,"'Federal Polytechnic, offa' vs 'Lens Polytechnic, offa', ratio=0.81, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,487;489,"'Graceland Polytechnic, offa' vs 'Lens Polytechnic, offa', ratio=0.82, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,489;493,"'Lens Polytechnic, offa' vs 'The Polytechnic, Ojoku-Offa', ratio=0.78, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,710;1024,"'Kwara State College of Health Technology, Offa' vs 'Best College of Health Technology, Offa', ratio=0.87, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,358;711,"'Yaba College of Technology, Yaba' vs 'Lagos State College of Health Technology, Yaba', ratio=0.77, states: Lagos / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,403;714,"'Nasarawa State College of Agriculture, Science and Technology Lafia' vs 'Nasarawa State College of Health Science and Technology, Keffi', ratio=0.85, states: Nasarawa / Nasarawa."
MEDIUM_CONFIDENCE_DUPLICATE,714;1030,"'Nasarawa State College of Health Science and Technology, Keffi' vs 'Famsas College of Health Sciences and Technology, Keffi, Nasarawa State', ratio=0.75, states: Nasarawa / Nasarawa."
HIGH_CONFIDENCE_DUPLICATE,1029;1030,"'Famsas Collage Health Sciences and Technology, Keffi, Nasarawa State' vs 'Famsas College of Health Sciences and Technology, Keffi, Nasarawa State', ratio=0.96, states: Nasarawa / Nasarawa."
HIGH_CONFIDENCE_DUPLICATE,853;1088,"'Shehu Sule College of Nursing & Midwifery, Damaturu, Yobe State' vs 'Shehu Sule College of Nursing and Midwifery, Damaturu, Yobe State', ratio=0.97, states: Yobe / Yobe."
MEDIUM_CONFIDENCE_DUPLICATE,1091;1093,"'Umar Bin Kaddabi College of Nursing Sciences, Kaura Namoda Zamfara State' vs 'Ba'illa College of Nursing Sciences, Kaura Namoda', ratio=0.75, states: Zamfara / Zamfara."
MEDIUM_CONFIDENCE_DUPLICATE,815;1036,"'Newgate College of Health Technology, Minna, Niger State' vs 'Delight College of Health Sciences and Technology Minna, Niger State', ratio=0.82, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,1035;1042,"'Standard College of Nursing Sciences, Minna, Niger State.' vs 'Degalaxy College of Nursing Sciences, Minna, Niger State', ratio=0.89, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,1036;1037,"'Delight College of Health Sciences and Technology Minna, Niger State' vs 'Crown College of Health Sciences and Technology, Minna', ratio=0.79, states: Niger / Niger."
MEDIUM_CONFIDENCE_DUPLICATE,687;755,"'Abia State College of Health Technology, Aba' vs 'Abia State College of Health Science and Management Technology, Aba', ratio=0.79, states: Abia / Abia."
MEDIUM_CONFIDENCE_DUPLICATE,878;883,"'Janet Frank College of Nursing Sciences, Aba, Abia State' vs 'Abia State College of Nursing Sciences, Aba Campus, Abia State', ratio=0.80, states: Abia / Abia."
HIGH_CONFIDENCE_DUPLICATE,987;988,"'Emirates Collage of Nursing Sciences, Tudun Yola, Kabuga Satellite Town, Kano, Kano State' vs 'Emirates College of Nursing Sciences, Tudun Yola, Kabuga Satellite Town, Kano, Kano State', ratio=0.99, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,447;448,"'El-Thomp Polytechnic, Abak. Akwa-Ibom State' vs 'Gestric Polytechnic, Uyo, Akwa Ibom State', ratio=0.77, states: Akwa Ibom / Akwa Ibom."
MEDIUM_CONFIDENCE_DUPLICATE,436;437,"'Brainfill Polytechnic, Ikot-Ekpene' vs 'Foundation Polytechnic, Ikot Ekpene', ratio=0.81, states: Akwa Ibom / Akwa Ibom."
MEDIUM_CONFIDENCE_DUPLICATE,437;443,"'Foundation Polytechnic, Ikot Ekpene' vs 'Sure Foundation Polytechnic, Ikot-Akai', ratio=0.82, states: Akwa Ibom / Akwa Ibom."
MEDIUM_CONFIDENCE_DUPLICATE,863;892,"'College of Nursing Sciences, Alor Anambra State' vs 'College of Nursing Sciences, Diocesan Hospital, Amichi, Anambra state.', ratio=0.78, states: Anambra / Anambra."
MEDIUM_CONFIDENCE_DUPLICATE,863;893,"'College of Nursing Sciences, Alor Anambra State' vs 'Apex College of Nursing Sciences, Ugbo-Ukwu Agunta Anambra State', ratio=0.79, states: Anambra / Anambra."
MEDIUM_CONFIDENCE_DUPLICATE,863;894,"'College of Nursing Sciences, Alor Anambra State' vs 'Millennium College of Nursing Sciences, Awka Anambra State', ratio=0.84, states: Anambra / Anambra."
MEDIUM_CONFIDENCE_DUPLICATE,891;892,"'College of Nursing Sciences, ST. Charles Borromeo Specialist Hospital, Onitsha, Anambra State.' vs 'College of Nursing Sciences, Diocesan Hospital, Amichi, Anambra state.', ratio=0.76, states: Anambra / Anambra."
MEDIUM_CONFIDENCE_DUPLICATE,893;894,"'Apex College of Nursing Sciences, Ugbo-Ukwu Agunta Anambra State' vs 'Millennium College of Nursing Sciences, Awka Anambra State', ratio=0.77, states: Anambra / Anambra."
MEDIUM_CONFIDENCE_DUPLICATE,617;618,"'International Institute of Tourism, Yenagoa, Bayelsa State' vs 'International Institute of Tourism and Hospitality Yenagoa, Bayelsa State', ratio=0.87, states: Bayelsa / Bayelsa."
MEDIUM_CONFIDENCE_DUPLICATE,694;760,"'Bayelsa State College of Health Technology, Otuogidi' vs 'Bayelsa state college of Health Technology, Otuogidi-Ogbia, Bayelsa state', ratio=0.83, states: Bayelsa / Bayelsa."
MEDIUM_CONFIDENCE_DUPLICATE,457;576,"'Intercontinental College of Technology, Makurdi, Benue State' vs 'Commonwealth College of Technology, Gboko, Benue State', ratio=0.77, states: Benue / Benue."
MEDIUM_CONFIDENCE_DUPLICATE,576;608,"'Commonwealth College of Technology, Gboko, Benue State' vs 'International College of Technology, Makurdi, Benue State', ratio=0.76, states: Benue / Benue."
HIGH_CONFIDENCE_DUPLICATE,761;762,"'Asoka College of Health Science and Technology, Otukpo, Benue state' vs 'Adoka College of Health Science and Technology, Otukpo, Benue State', ratio=0.99, states: Benue / Benue."
MEDIUM_CONFIDENCE_DUPLICATE,765;766,"'Mbagen College of Health Technology, Benue State' vs 'College of Health Technology Aliade, Benue State', ratio=0.85, states: Benue / Benue."
MEDIUM_CONFIDENCE_DUPLICATE,942;947,"'ENUGU STATE COLLEGE OF NURSING SCIENCES ENUGU, PARK LANE' vs 'Enugu State College of Nursing Sciences, Awgu', ratio=0.83, states: Enugu / Enugu."
MEDIUM_CONFIDENCE_DUPLICATE,943;946,"'Peaceland College of Nursing Sciences, Enugu, Enugu State' vs 'La Vera College of Nursing Sciences, Nsukka, Enugu State', ratio=0.83, states: Enugu / Enugu."
MEDIUM_CONFIDENCE_DUPLICATE,954;955,"'Jewel College of Nursing Sciences, Gombe, Gombe State' vs 'Adamu Fura College of Nursing Sciences, Gombe, Gombe State', ratio=0.86, states: Gombe / Gombe."
MEDIUM_CONFIDENCE_DUPLICATE,954;956,"'Jewel College of Nursing Sciences, Gombe, Gombe State' vs 'Jewel College of Nursing Sciences, Gombe', ratio=0.86, states: Gombe / Gombe."
MEDIUM_CONFIDENCE_DUPLICATE,780;965,"'Maryam Khuddam College of Health Sciences and Technology, Kazaure, Jigawa State' vs 'G-City College of Health Sciences and Technology, Gwaram, Jigawa State', ratio=0.82, states: Jigawa / Jigawa."
MEDIUM_CONFIDENCE_DUPLICATE,865;971,"'Iqra College of Nursing Sciences Dutse, Jigawa State' vs 'Belba College of Nursing Sciences Jigawa State', ratio=0.86, states: Jigawa / Jigawa."
MEDIUM_CONFIDENCE_DUPLICATE,968;969,"'Jigawa State College of Nursing Sciences, Babura' vs 'Jigawa State College of Nursing Sciences, Birnin Kudu', ratio=0.87, states: Jigawa / Jigawa."
MEDIUM_CONFIDENCE_DUPLICATE,968;970,"'Jigawa State College of Nursing Sciences, Babura' vs 'Jigawa State College of Nursing Sciences, Hadejia', ratio=0.91, states: Jigawa / Jigawa."
MEDIUM_CONFIDENCE_DUPLICATE,969;970,"'Jigawa State College of Nursing Sciences, Birnin Kudu' vs 'Jigawa State College of Nursing Sciences, Hadejia', ratio=0.84, states: Jigawa / Jigawa."
MEDIUM_CONFIDENCE_DUPLICATE,690;708,"'Aminu Dabo College of Health Sciences and Technology, Kano' vs 'Kano State College of Health Sciences and Technology, B.U.K Road', ratio=0.83, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,690;709,"'Aminu Dabo College of Health Sciences and Technology, Kano' vs 'Kano State College of Health Sciences and Technology, Sani Marshall Rd.', ratio=0.78, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,690;997,"'Aminu Dabo College of Health Sciences and Technology, Kano' vs 'Jameel Chiroma College of Health Science and Technology, Kano', ratio=0.86, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,690;998,"'Aminu Dabo College of Health Sciences and Technology, Kano' vs 'Tropical College of Health Sciences & Tech, Kano', ratio=0.75, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,708;709,"'Kano State College of Health Sciences and Technology, B.U.K Road' vs 'Kano State College of Health Sciences and Technology, Sani Marshall Rd.', ratio=0.86, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,708;997,"'Kano State College of Health Sciences and Technology, B.U.K Road' vs 'Jameel Chiroma College of Health Science and Technology, Kano', ratio=0.78, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,723;748,"'School of Health Information Management, AKTH, Kano' vs 'School of Health Information Management, Aminu Kano Teaching Hospital, Kano', ratio=0.81, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,748;796,"'School of Health Information Management, Aminu Kano Teaching Hospital, Kano' vs 'SCHOOL OF PARAMEDICS AMINU KANO TEACHING HOSPITAL KANO', ratio=0.76, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,795;985,"'Flagship College of Nursing Science, Bichi Kano.' vs 'Flagship Collage of Nursing Sciences, Bichi, Kano State', ratio=0.90, states: Kano / Kano."
HIGH_CONFIDENCE_DUPLICATE,795;990,"'Flagship College of Nursing Science, Bichi Kano.' vs 'Flagship College of Nursing Sciences, Bichi, Kano State', ratio=0.92, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,795;1001,"'Flagship College of Nursing Science, Bichi Kano.' vs 'IMAN COLLEGE OF NURSING SCIENCES, KANO', ratio=0.80, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,869;870,"'Kano State College of Nursing Sciences Madobi' vs 'Kano State College of Nursing Sciences Dambatta', ratio=0.89, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,869;871,"'Kano State College of Nursing Sciences Madobi' vs 'Kano State College of Nursing Scinnces Gwarzo', ratio=0.89, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,869;1001,"'Kano State College of Nursing Sciences Madobi' vs 'IMAN COLLEGE OF NURSING SCIENCES, KANO', ratio=0.80, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,870;871,"'Kano State College of Nursing Sciences Dambatta' vs 'Kano State College of Nursing Scinnces Gwarzo', ratio=0.85, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,870;1001,"'Kano State College of Nursing Sciences Dambatta' vs 'IMAN COLLEGE OF NURSING SCIENCES, KANO', ratio=0.75, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,871;1001,"'Kano State College of Nursing Scinnces Gwarzo' vs 'IMAN COLLEGE OF NURSING SCIENCES, KANO', ratio=0.77, states: Kano / Kano."
HIGH_CONFIDENCE_DUPLICATE,985;990,"'Flagship Collage of Nursing Sciences, Bichi, Kano State' vs 'Flagship College of Nursing Sciences, Bichi, Kano State', ratio=0.98, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,985;993,"'Flagship Collage of Nursing Sciences, Bichi, Kano State' vs 'Hamdala College of Nursing Sciences Kano, Kano State', ratio=0.79, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,985;1002,"'Flagship Collage of Nursing Sciences, Bichi, Kano State' vs 'Nafisatu College of Nursing Sciences, Kwankwaso, Kano State.', ratio=0.75, states: Kano / Kano."
HIGH_CONFIDENCE_DUPLICATE,986;989,"'Alhassan Ibrahim Dawanau Collage of Health Sciences and Technology, Hotoro, Kano, Kano State' vs 'Alhassan Ibrahim Dawanau College of Health Sciences and Technology, Hotoro, Kano, Kano State', ratio=0.99, states: Kano / Kano."
HIGH_CONFIDENCE_DUPLICATE,986;991,"'Alhassan Ibrahim Dawanau Collage of Health Sciences and Technology, Hotoro, Kano, Kano State' vs 'Alhassan Ibrahim Dawanau Collage of Health Sciences and Technology, Hotoro, Kano,', ratio=0.94, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,986;994,"'Alhassan Ibrahim Dawanau Collage of Health Sciences and Technology, Hotoro, Kano, Kano State' vs 'Jamilu Ibrahim Imperial College of Health Sciences Technology, Kano, Kano State', ratio=0.78, states: Kano / Kano."
HIGH_CONFIDENCE_DUPLICATE,989;991,"'Alhassan Ibrahim Dawanau College of Health Sciences and Technology, Hotoro, Kano, Kano State' vs 'Alhassan Ibrahim Dawanau Collage of Health Sciences and Technology, Hotoro, Kano,', ratio=0.92, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,989;994,"'Alhassan Ibrahim Dawanau College of Health Sciences and Technology, Hotoro, Kano, Kano State' vs 'Jamilu Ibrahim Imperial College of Health Sciences Technology, Kano, Kano State', ratio=0.80, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,990;993,"'Flagship College of Nursing Sciences, Bichi, Kano State' vs 'Hamdala College of Nursing Sciences Kano, Kano State', ratio=0.80, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,990;1001,"'Flagship College of Nursing Sciences, Bichi, Kano State' vs 'IMAN COLLEGE OF NURSING SCIENCES, KANO', ratio=0.75, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,990;1002,"'Flagship College of Nursing Sciences, Bichi, Kano State' vs 'Nafisatu College of Nursing Sciences, Kwankwaso, Kano State.', ratio=0.77, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,992;1000,"'Sudawa College of Nursing and Midwifery, Danbare, Kano State' vs 'Kano State College of Nursing and Midwifery, Kano', ratio=0.75, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,993;1001,"'Hamdala College of Nursing Sciences Kano, Kano State' vs 'IMAN COLLEGE OF NURSING SCIENCES, KANO', ratio=0.78, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,993;1002,"'Hamdala College of Nursing Sciences Kano, Kano State' vs 'Nafisatu College of Nursing Sciences, Kwankwaso, Kano State.', ratio=0.85, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,797;799,"'Katsina State College of Health Science & Technology, Kankia' vs 'Cherish College of Health Sciences and Technology, Katsina', ratio=0.76, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,797;801,"'Katsina State College of Health Science & Technology, Kankia' vs 'KATSINA STATE COLLEGE HEALTH SCIENCES and TECHNOLOGY, DAURA', ratio=0.87, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,797;802,"'Katsina State College of Health Science & Technology, Kankia' vs 'KUDAMS COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY KATSINA', ratio=0.79, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,797;803,"'Katsina State College of Health Science & Technology, Kankia' vs 'Cognate Community College of Health Science and Technology, Katsina', ratio=0.75, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,797;1011,"'Katsina State College of Health Science & Technology, Kankia' vs 'Khuddam College of Health Science and Technology, Katsina', ratio=0.78, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,799;800,"'Cherish College of Health Sciences and Technology, Katsina' vs 'Kebram College of Health Science and Technology, Katsina, Katsina State', ratio=0.81, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,799;801,"'Cherish College of Health Sciences and Technology, Katsina' vs 'KATSINA STATE COLLEGE HEALTH SCIENCES and TECHNOLOGY, DAURA', ratio=0.75, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,799;802,"'Cherish College of Health Sciences and Technology, Katsina' vs 'KUDAMS COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY KATSINA', ratio=0.89, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,799;803,"'Cherish College of Health Sciences and Technology, Katsina' vs 'Cognate Community College of Health Science and Technology, Katsina', ratio=0.85, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,799;1011,"'Cherish College of Health Sciences and Technology, Katsina' vs 'Khuddam College of Health Science and Technology, Katsina', ratio=0.89, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,800;802,"'Kebram College of Health Science and Technology, Katsina, Katsina State' vs 'KUDAMS COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY KATSINA', ratio=0.82, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,800;803,"'Kebram College of Health Science and Technology, Katsina, Katsina State' vs 'Cognate Community College of Health Science and Technology, Katsina', ratio=0.75, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,800;1011,"'Kebram College of Health Science and Technology, Katsina, Katsina State' vs 'Khuddam College of Health Science and Technology, Katsina', ratio=0.83, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,801;802,"'KATSINA STATE COLLEGE HEALTH SCIENCES and TECHNOLOGY, DAURA' vs 'KUDAMS COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY KATSINA', ratio=0.78, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,801;1011,"'KATSINA STATE COLLEGE HEALTH SCIENCES and TECHNOLOGY, DAURA' vs 'Khuddam College of Health Science and Technology, Katsina', ratio=0.76, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,802;803,"'KUDAMS COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY KATSINA' vs 'Cognate Community College of Health Science and Technology, Katsina', ratio=0.81, states: Katsina / Katsina."
HIGH_CONFIDENCE_DUPLICATE,802;1011,"'KUDAMS COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY KATSINA' vs 'Khuddam College of Health Science and Technology, Katsina', ratio=0.96, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,803;1011,"'Cognate Community College of Health Science and Technology, Katsina' vs 'Khuddam College of Health Science and Technology, Katsina', ratio=0.84, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,1005;1007,"'ESSEMM College of Nursing Sciences, Katsina, Katsina State' vs 'North West College of Nursing Sciences, Katsina, Katsina State', ratio=0.90, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,1005;1008,"'ESSEMM College of Nursing Sciences, Katsina, Katsina State' vs 'Bawo College of Nursing Sciences, Daura, Katsina State', ratio=0.84, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,1005;1010,"'ESSEMM College of Nursing Sciences, Katsina, Katsina State' vs 'Nexus College of Nursing Sciences, Katsina', ratio=0.78, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,1007;1008,"'North West College of Nursing Sciences, Katsina, Katsina State' vs 'Bawo College of Nursing Sciences, Daura, Katsina State', ratio=0.83, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,1007;1010,"'North West College of Nursing Sciences, Katsina, Katsina State' vs 'Nexus College of Nursing Sciences, Katsina', ratio=0.77, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,1008;1010,"'Bawo College of Nursing Sciences, Daura, Katsina State' vs 'Nexus College of Nursing Sciences, Katsina', ratio=0.77, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,866;1014,"'Nana College of Nursing Sciences, Otakuhi Okpo, Anyigba, Kogi State' vs 'U.E.C College of Nursing Sciences, Ochadamu, Kogi State', ratio=0.75, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,866;1015,"'Nana College of Nursing Sciences, Otakuhi Okpo, Anyigba, Kogi State' vs 'U.E.C College of Nursing Sciences, Ochadamu, Kogi State', ratio=0.75, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,866;1017,"'Nana College of Nursing Sciences, Otakuhi Okpo, Anyigba, Kogi State' vs 'ECWA College of Nursing Sciences, Egbe, Kogi State', ratio=0.77, states: Kogi / Kogi."
HIGH_CONFIDENCE_DUPLICATE,1014;1015,"'U.E.C College of Nursing Sciences, Ochadamu, Kogi State' vs 'U.E.C College of Nursing Sciences, Ochadamu, Kogi State', ratio=1.00, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,1014;1017,"'U.E.C College of Nursing Sciences, Ochadamu, Kogi State' vs 'ECWA College of Nursing Sciences, Egbe, Kogi State', ratio=0.85, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,1015;1017,"'U.E.C College of Nursing Sciences, Ochadamu, Kogi State' vs 'ECWA College of Nursing Sciences, Egbe, Kogi State', ratio=0.85, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,750;810,"'Nigerian Navy College of Health Technology, Offa, Kwara State' vs 'Osi College of Health and Technology Osi, Kwara State.', ratio=0.79, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,809;810,"'Yusjib College of Health Sciences and Technology, Ilorin, Kwara' vs 'Osi College of Health and Technology Osi, Kwara State.', ratio=0.76, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,809;1021,"'Yusjib College of Health Sciences and Technology, Ilorin, Kwara' vs 'Adeshina College of Health Sciences and Technology, Share, Kwara State', ratio=0.81, states: Kwara / Kwara."
